ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6382291,Source1,2,2021-02-04T19:30:00.000+08:00,2021-02-04T20:47:45.000+08:00,34.298103999999995,-119.156008,34.31143400000001,-119.133618,1.575,Incident on W TELEGRAPH RD near HOUSE 11428 Right shoulder closed.,W Telegraph Rd,Santa Paula,Ventura,CA,93060-9750,US,US/Pacific,KCMA,2021-02-04T19:55:00.000+08:00,54.0,54.0,69.0,30.05,10.0,NNE,3.0,0.0,Fair,false,false,false,false,false,false,false,false,false,true,false,false,false,Night,Night,Night,Night
A-6149989,Source1,4,2021-08-10T14:23:00.000+08:00,2021-08-10T17:23:40.000+08:00,37.012468,-80.047476,37.013053,-80.044074,0.192,On Rt. 641 in the County of Franklin in the vicinity of Bethany Rd; Rt. 742N/S (Franklin County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,Bethany Rd,Callaway,Franklin County,VA,24067,US,US/Eastern,KROA,2021-08-10T14:38:00.000+08:00,81.0,81.0,72.0,28.9,10.0,NE,6.0,0.36,Thunder in the Vicinity,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3721277,Source1,2,2022-12-18T17:21:21.000+08:00,2022-12-18T19:06:21.000+08:00,32.716287,-88.12501,32.717455,-88.12355600000002,0.117,Incident on I-20 EB near MM 25 Drive with caution.,I-20,Epes,Sumter,AL,35460,US,US/Central,KDYA,2022-12-18T16:56:00.000+08:00,44.0,42.0,38.0,29.96,10.0,NNE,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-5469113,Source1,2,2021-11-29T08:15:00.000+08:00,2021-11-29T09:33:02.000+08:00,38.458588,-121.494319,38.472413,-121.500549,1.013,Incident on I-5 NB near COSUMNES RIVER BLVD Drive with caution.,I-5 N,Sacramento,Sacramento,CA,95832,US,US/Pacific,KSAC,2021-11-29T00:45:00.000+08:00,44.0,44.0,100.0,30.18,0.5,CALM,0.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3126968,Source2,2,2017-12-13T07:40:56.000+08:00,2017-12-13T08:25:39.000+08:00,33.378529,-111.893234,,,0.0,Shoulder blocked due to accident on AZ-101 Loop Northbound at Baseline Rd.,E Baseline Rd,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2017-12-13T07:51:00.000+08:00,51.1,,27.0,30.04,10.0,Calm,,,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7010800,Source1,2,2020-05-03T04:42:12.000+08:00,2020-05-03T07:45:52.000+08:00,42.24488,-123.63314,42.24488,-123.63314,0.0,At OR-46/Caves Hwy - Accident.,Redwood Hwy,Kerby,Josephine,OR,97531-3611,US,US/Pacific,KSXT,2020-05-03T04:38:00.000+08:00,33.0,27.0,96.0,26.22,1.0,S,7.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-4511281,Source1,2,2022-02-10T15:35:35.000+08:00,2022-02-10T17:43:46.000+08:00,25.878221,-80.35475500000003,25.878778,-80.356927,0.14,Stationary traffic on FL-25 - US-27 N from NW 103rd St to NW South River Dr due to accident.,W Okeechobee Rd,Miami,Miami-Dade,FL,33178,US,US/Eastern,KMIA,2022-02-10T15:53:00.000+08:00,76.0,76.0,58.0,29.99,10.0,ENE,9.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2197402,Source2,3,2019-04-01T17:13:02.000+08:00,2019-04-01T17:57:43.000+08:00,47.57822,-122.20585600000001,,,0.0,Right lane blocked due to accident on I-90 Eastbound near Exit 8 Mercer Way.,I-90 W,Mercer Island,King,WA,98040,US,US/Pacific,KBFI,2019-04-01T16:53:00.000+08:00,65.0,65.0,37.0,29.9,10.0,NW,7.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4078302,Source1,2,2022-11-03T10:16:00.000+08:00,2022-11-03T11:52:24.000+08:00,42.948959,-83.655346,42.947061,-83.653339,0.166,Incident on S SAGINAW RD near HOUSE 5510 Drive with caution.,Durant Hts,Flint,Genesee,MI,48507-4510,US,US/Eastern,KFNT,2022-11-03T09:53:00.000+08:00,54.0,54.0,90.0,29.43,5.0,SSW,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2919444,Source2,2,2018-03-01T05:44:15.000+08:00,2018-03-01T06:14:08.000+08:00,40.701088,-73.84159100000002,,,0.0,Accident on Park Ln at Myrtle Ave.,Park Ln S,Ridgewood,Queens,NY,11385,US,US/Eastern,KLGA,2018-03-01T05:51:00.000+08:00,51.1,,59.0,29.85,10.0,Calm,,,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,true,false,Night,Night,Day,Day
A-5628445,Source1,2,2021-12-21T22:53:51.000+08:00,2021-12-22T00:14:09.000+08:00,40.850619,-111.911993,40.838325,-111.91558899999998,0.87,Incident on I-15 SB near I-15 Drive with caution.,I-15 S,North Salt Lake,Davis,UT,84054,US,US/Mountain,KSLC,2021-12-21T22:54:00.000+08:00,25.0,25.0,88.0,25.81,3.0,S,3.0,0.0,Mist,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5477574,Source1,2,2021-10-25T20:41:30.000+08:00,2021-10-25T21:13:30.000+08:00,36.766456,-76.263501,36.770881,-76.257988,0.4320000000000001,Slow traffic on I-64 W from I-464/Exit 291 (I-64) to VA-168/Battlefield Blvd/Exit 290 (I-64) due to accident.,I-64 W,Chesapeake,Chesapeake,VA,23320,US,US/Eastern,KCPK,2021-10-25T20:35:00.000+08:00,65.0,65.0,94.0,29.69,7.0,SE,3.0,0.0,Mostly Cloudy,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-8643,Source2,2,2016-12-26T18:32:36.000+08:00,2016-12-26T19:17:25.000+08:00,37.344691999999995,-120.613228,,,0.01,Accident on CA-99 Northbound at Exit 195 Bell Ln.,CA-99 N,Atwater,Merced,CA,95301,US,US/Pacific,KMER,2016-12-26T18:45:00.000+08:00,39.2,,87.0,30.29,10.0,Calm,,,Clear,false,false,false,false,true,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-5421896,Source1,4,2023-02-07T20:32:30.000+08:00,2023-02-07T22:39:49.000+08:00,38.774669,-78.408088,38.77832,-78.417337,0.5579999999999999,On Rt. 684 in the County of Page in the vicinity of Page Valley Rd; S Page Valley Rd; Rt. 717N/S (Page County) motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.,Riverwater Rd,Luray,Page,VA,22835,US,US/Eastern,KLUA,2023-02-07T20:35:00.000+08:00,48.0,45.0,50.0,29.16,10.0,SW,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-225966,Source2,2,2016-10-19T13:18:34.000+08:00,2016-10-19T14:48:23.000+08:00,39.77248,-84.149078,,,0.01,Accident on Springfield St at Woodley Rd.,Woodley Rd,Dayton,Montgomery,OH,45403-1441,US,US/Eastern,KFFO,2016-10-19T12:58:00.000+08:00,74.1,,68.0,30.09,10.0,ENE,1.2,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6320049,Source1,2,2021-10-05T20:46:00.000+08:00,2021-10-05T21:45:00.000+08:00,40.263076,-111.667266,40.263869,-111.668374,0.08,Accident on W 2230 N/Riverside Ave (University Pkwy/UT-265) from S 800 E (University Pkwy/UT-265) to UT-265.,W 2230 N,Provo,Utah,UT,84604-7509,US,US/Mountain,KPVU,2021-10-05T20:56:00.000+08:00,63.0,63.0,54.0,25.51,10.0,SSE,17.0,0.0,Partly Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Night,Night,Night,Night
A-1313412,Source2,3,2020-09-25T08:52:41.000+08:00,2020-09-25T10:07:04.000+08:00,35.884056,-84.819321,,,0.0,Right hand shoulder blocked due to accident on I-40 Westbound before Exit 329 Market St.,I-40 W,Rockwood,Cumberland,TN,37854,US,US/Central,KCSV,2020-09-25T08:53:00.000+08:00,62.0,62.0,93.0,28.03,1.0,E,5.0,0.0,Fog,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6347701,Source1,2,2021-02-21T19:31:00.000+08:00,2021-02-21T19:46:00.000+08:00,45.907670259256804,-111.79542660659887,45.88267025925681,-111.90599660659883,5.591,Slow traffic on I-90 W from Millegan Canyon Rd/Exit 267 (I-90) to MT-2E/Exit 256 (I-90) due to accident.,I-90 W,Cardwell,Jefferson,MT,59721,US,US/Mountain,KBTM,2021-02-21T19:53:00.000+08:00,34.0,29.0,59.0,24.56,10.0,VAR,6.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Day
A-3742024,Source1,4,2022-11-11T14:59:40.000+08:00,2022-11-11T16:17:28.000+08:00,41.607724,-88.25786,41.607935,-88.267489,0.498,Closed at US-30/W Lincoln Hwy - Road closed due to accident.,State Route 126,Plainfield,Kendall,IL,60544-9516,US,US/Central,KJOT,2022-11-11T14:55:00.000+08:00,42.0,36.0,52.0,29.26,10.0,NW,9.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1384704,Source2,2,2020-07-13T07:58:54.000+08:00,2020-07-13T08:28:42.000+08:00,35.493309,-97.706802,,,0.0,Accident on 23rd St at Sara Rd.,N Sara Rd,Yukon,Canadian,OK,73099-3317,US,US/Central,KRCE,2020-07-13T07:55:00.000+08:00,72.0,72.0,88.0,28.42,10.0,ESE,18.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4648608,Source1,2,2022-04-08T18:36:31.000+08:00,2022-04-08T19:08:18.000+08:00,25.95463156687758,-80.35201907119581,25.94872156687758,-80.35169907119581,0.409,Stationary traffic on I-75 S from Miramar Pkwy (I-75 Exp) to FL-821/Florida's Tpke (I-75 Exp) due to accident.,I-75,Hialeah,Miami-Dade,FL,33018,US,US/Eastern,KOPF,2022-04-08T18:53:00.000+08:00,78.0,78.0,43.0,29.95,10.0,WNW,12.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-680773,Source2,2,2022-03-11T05:33:36.000+08:00,2022-03-11T06:18:12.000+08:00,37.70417800000001,-121.735611,,,0.0,Crash on I-580 Westbound before Exit 54 1st St.,I-580 W,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2022-03-11T05:53:00.000+08:00,37.0,37.0,52.0,29.85,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-5210346,Source1,2,2022-11-13T12:31:08.000+08:00,2022-11-13T13:46:10.000+08:00,37.552669,-76.32674200000002,37.552455,-76.32753100000002,0.046,Incident on VA-683 SB near JACKSON CREEK RD Drive with caution.,Bucks View Ln,Deltaville,Middlesex,VA,23043-2351,US,US/Eastern,KFYJ,2022-11-13T12:35:00.000+08:00,53.0,53.0,43.0,30.01,10.0,NNW,5.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7038635,Source1,4,2020-05-19T13:55:42.000+08:00,2020-05-19T14:10:42.000+08:00,39.10637,-94.58812,39.10238,-94.58835,0.276,Closed at W 12th St - Road closed due to accident.,Broadway Blvd,Kansas City,Jackson,MO,64105-1101,US,US/Central,KMKC,2020-05-19T13:54:00.000+08:00,64.0,64.0,65.0,29.16,10.0,N,5.0,0.0,Mostly Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-4830912,Source1,2,2022-11-06T09:40:30.000+08:00,2022-11-06T12:21:10.000+08:00,33.501884000000004,-80.457275,33.490711,-80.469177,1.033,Incident on I-95 SB near EXIT 98 Right lane blocked. Expect delays.,US-301,Summerton,Clarendon,SC,29148,US,US/Eastern,KMNI,2022-11-06T09:35:00.000+08:00,73.0,73.0,83.0,30.08,10.0,SSE,5.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-1652544,Source2,2,2020-02-17T12:51:44.000+08:00,2020-02-17T13:21:18.000+08:00,31.257115999999996,-85.433449,,,0.0,Right lane blocked due to accident on US-231 Montgomery Hwy Northbound at Westgate Pkwy.,Montgomery Hwy,Dothan,Houston,AL,36303,US,US/Central,KDHN,2020-02-17T12:53:00.000+08:00,60.0,60.0,90.0,29.66,4.0,SE,7.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2819932,Source2,2,2018-05-12T09:29:14.000+08:00,2018-05-12T09:58:27.000+08:00,30.300285,-81.623398,,,0.0,Accident on US-90 Beach Blvd at Carmichael Ave.,Beach Blvd,Jacksonville,Duval,FL,32207-3800,US,US/Eastern,KNIP,2018-05-12T09:53:00.000+08:00,78.1,,68.0,30.14,10.0,SSE,6.9,,Mostly Cloudy,false,false,true,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-6763980,Source1,2,2020-11-20T13:00:00.000+08:00,2020-11-20T22:57:51.000+08:00,25.924436,-80.30994799999998,25.92444,-80.30784799999998,0.13,Slow traffic from Hialeah to NW 59th Ave due to accident.,NW 167th St,Hialeah,Miami-Dade,FL,33014,US,US/Eastern,KOPF,2020-11-20T12:53:00.000+08:00,79.0,79.0,62.0,30.19,10.0,NE,21.0,0.0,Mostly Cloudy / Windy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-317236,Source2,2,2017-01-30T10:08:01.000+08:00,2017-01-30T10:38:28.000+08:00,33.973347,-118.22524299999999,,,0.01,Accident on Walnut St both ways at Pacific Blvd.,Walnut St,Huntington Park,Los Angeles,CA,90255,US,US/Pacific,KCQT,2017-01-30T09:47:00.000+08:00,72.0,,22.0,30.18,10.0,North,3.5,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-7265101,Source1,3,2020-02-16T14:56:41.000+08:00,2020-02-16T15:24:40.000+08:00,43.89371,-83.96609000000002,43.89906,-83.96614,0.37,At US-23 - Accident.,N Huron Rd,Pinconning,Bay,MI,48650-6402,US,US/Eastern,KIKW,2020-02-16T14:55:00.000+08:00,37.0,30.0,46.0,29.33,10.0,W,10.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-847386,Source2,2,2021-10-22T07:58:55.000+08:00,2021-10-22T10:04:20.000+08:00,39.323440999999995,-77.35688,,,0.0,Accident on I-270 Southbound at Exit 26 MD-80 Fingerboard Rd.,Dwight D Eisenhower Hwy S,Frederick,Frederick,MD,21704,US,US/Eastern,KFDK,2021-10-22T07:47:00.000+08:00,55.0,55.0,77.0,29.63,10.0,CALM,0.0,0.0,Partly Cloudy,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-767858,Source3,3,2021-12-23T06:36:25.000+08:00,2021-12-23T07:23:38.000+08:00,38.628399,-121.22145800000001,,,0.0,Right hand shoulder blocked due to accident on US-50 Eastbound before Exit 21 CR-E3 Hazel Ave.,El Dorado Fwy E,Rancho Cordova,Sacramento,CA,95742,US,US/Pacific,KMHR,2021-12-23T06:35:00.000+08:00,52.0,52.0,100.0,29.63,4.0,S,18.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Day,Day
A-68872,Source2,2,2016-11-02T22:02:06.000+08:00,2016-11-02T22:31:35.000+08:00,33.872710999999995,-118.284805,,,0.01,Accident on CA-91 Westbound at I-110.,Artesia Fwy E,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2016-11-02T21:53:00.000+08:00,64.9,,65.0,30.02,10.0,Calm,,,Clear,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1293712,Source2,2,2020-09-10T05:55:32.000+08:00,2020-09-10T06:42:00.000+08:00,39.667709,-104.97350300000001,,,0.0,Accident on Downing St at Yale Ave. No recent updates.,S Downing St,Denver,Denver,CO,80210-5819,US,US/Mountain,KAPA,2020-09-10T05:53:00.000+08:00,37.0,33.0,86.0,24.44,10.0,ESE,5.0,0.0,Cloudy,false,false,true,false,false,false,false,false,true,false,false,true,false,Night,Night,Day,Day
A-6636811,Source1,2,2020-10-20T02:58:00.000+08:00,2020-10-20T05:19:00.000+08:00,30.075714,-81.863766,30.07393,-81.864416,0.129,Incident on BLANDING BLVD SB near PALMETTO ST Drive with caution.,Blanding Blvd,Middleburg,Clay,FL,32068-5193,US,US/Eastern,KVQQ,2020-10-20T02:55:00.000+08:00,73.0,73.0,94.0,29.99,10.0,CALM,0.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-1307349,Source2,3,2020-09-21T14:45:22.000+08:00,2020-09-21T15:15:15.000+08:00,43.178940000000004,-89.324211,,,0.0,Lane blocked due to accident on I-39 Southbound at Exit 132 US-51.,US Highway 51,Deforest,Dane,WI,53532,US,US/Central,KMSN,2020-09-21T14:53:00.000+08:00,72.0,72.0,40.0,29.32,10.0,S,12.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-4561045,Source1,2,2022-06-07T18:33:00.000+08:00,2022-06-07T19:48:00.000+08:00,33.484819,-84.653964,33.466262,-84.670695,1.604,Incident on I-85 SB near COLLINSWORTH RD Drive with caution.,GA-403 S,Newnan,Coweta,GA,30265,US,US/Eastern,KCCO,2022-06-07T18:35:00.000+08:00,83.0,83.0,62.0,28.92,10.0,CALM,0.0,,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-437122,Source2,3,2017-05-11T15:34:22.000+08:00,2017-05-11T16:04:06.000+08:00,37.869521999999996,-122.30476399999999,,,0.009999999776482582,#2 lane blocked due to accident on I-580 Westbound at Exit 11 I-80 I-580.,Eastshore Fwy W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2017-05-11T15:53:00.000+08:00,66.9,,57.0,30.14,10.0,West,15.0,,Scattered Clouds,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3487319,Source1,3,2016-08-07T12:58:00.000+08:00,2016-08-07T18:58:00.000+08:00,37.11697,-76.50583,37.11582,-76.49961,0.35200000000000004,At VA-143/Jefferson Ave/Exit 255 - Accident.,I-64 E,Newport News,Newport News,VA,23602,US,US/Eastern,,,,,,,,,,,,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-5104641,Source1,2,2022-07-31T15:24:00.000+08:00,2022-07-31T16:43:19.000+08:00,40.791184,-124.139678,40.791272,-124.139681,0.006,Incident on HARRISON AVE near LUCAS ST Drive with caution.,Harrison Ave,Eureka,Humboldt,CA,95501-1341,US,US/Pacific,KEKA,2022-07-31T15:14:00.000+08:00,62.0,62.0,86.0,29.77,10.0,VAR,5.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,true,false,false,false,Day,Day,Day,Day
A-7003722,Source1,2,2020-04-30T16:45:56.000+08:00,2020-04-30T17:00:56.000+08:00,37.43713,-77.60059,37.43713,-77.60059,0.0,At VA-604/Genito Rd - Accident.,Hull Street Rd,Midlothian,Chesterfield,VA,23112,US,US/Eastern,KFCI,2020-04-30T16:54:00.000+08:00,57.0,57.0,100.0,29.47,10.0,S,5.0,0.01,Light Rain,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-4229732,Source1,2,2022-04-11T18:59:30.000+08:00,2022-04-11T21:07:28.000+08:00,30.479837,-91.116269,30.48081,-91.11574,0.07400000000000001,Slow traffic on US-190 W - US-61 N at Victoria Dr due to accident.,Winbourne Ave,Baton Rouge,East Baton Rouge,LA,70805-5535,US,US/Central,KBTR,2022-04-11T18:53:00.000+08:00,72.0,72.0,78.0,29.9,10.0,SE,8.0,0.0,Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6612379,Source1,2,2020-12-29T20:54:41.000+08:00,2020-12-29T22:33:38.000+08:00,40.23443,-75.61837,40.234394,-75.617132,0.065,Incident on INDUSTRIAL HWY near ARMAND HAMMER BLVD Drive with caution.,Industrial Hwy,Pottstown,Montgomery,PA,19464,US,US/Eastern,KPTW,2020-12-29T20:54:00.000+08:00,22.0,22.0,72.0,30.2,10.0,CALM,0.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Night,Night,Night
A-2873448,Source2,2,2018-04-09T19:14:10.000+08:00,2018-04-09T20:13:56.000+08:00,34.285354999999996,-79.895737,,,0.0,Accident on Syracuse St near Dubose St.,Syracuse St,Darlington,Darlington,SC,29532-4952,US,US/Eastern,KUDG,2018-04-09T19:21:00.000+08:00,53.6,,77.0,30.08,10.0,North,3.5,,Overcast,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-2993920,Source2,2,2018-02-06T16:55:06.000+08:00,2018-02-06T18:09:50.000+08:00,30.491146,-91.088669,,,0.0,Accident on Prescott Rd at LA-946 Joor Rd.,Joor Rd,Baton Rouge,East Baton Rouge,LA,70814-3112,US,US/Central,KBTR,2018-02-06T16:53:00.000+08:00,66.0,,93.0,30.09,6.0,ESE,12.7,0.0,Light Rain,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-4390794,Source1,2,2022-02-01T17:39:00.000+08:00,2022-02-01T18:55:00.000+08:00,33.632726,-117.725673,33.606691999999995,-117.694577,2.537,Slow traffic on San Diego Fwy S - I-5 S from I-405 (I-5) to Alicia Pkwy (I-5) due to accident.,I-5 S,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2022-02-01T17:53:00.000+08:00,60.0,60.0,67.0,29.78,10.0,SW,3.0,0.0,Partly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Night,Day,Day,Day
A-7473052,Source1,2,2018-11-30T11:11:40.000+08:00,2018-11-30T15:11:40.000+08:00,45.595439,-122.68432,45.59414,-122.68378,0.093,At Victory Blvd/Exit 306 - Accident.,Pacific Highway 1 S,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2018-11-30T11:12:00.000+08:00,48.9,,80.0,29.86,10.0,Variable,6.9,,Overcast,false,false,false,false,true,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-6563608,Source1,2,2021-01-29T13:09:30.000+08:00,2021-01-30T04:01:32.000+08:00,26.546544,-81.84304399999998,26.548835,-81.839067,0.292,Slow traffic on County Hwy-876 - County Hwy-865 from International Dr / Brookshire Lake Blvd to Brookshire Lake Blvd due to accident.,Brookshire Lake Blvd,Fort Myers,Lee,FL,33912,US,US/Eastern,KRSW,2021-01-29T12:53:00.000+08:00,67.0,67.0,47.0,30.21,10.0,E,6.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,true,false,Day,Day,Day,Day
A-631156,Source2,3,2022-05-02T17:41:59.000+08:00,2022-05-02T18:11:00.000+08:00,39.131802,-84.494804,,,0.0,Left lane blocked due to crash on I-71 Southbound after Taft Rd.,I-71,Cincinnati,Hamilton,OH,45206,US,US/Eastern,KLUK,2022-05-02T17:53:00.000+08:00,72.0,72.0,43.0,29.52,10.0,WNW,7.0,0.0,Fair,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
A-3522467,Source1,2,2016-04-07T12:46:56.000+08:00,2016-04-07T18:46:56.000+08:00,38.412899,-82.348274,38.41449,-82.347332,0.121,At US-60/Exit 18 - Accident.,I-64 E,Huntington,Cabell,WV,25705,US,US/Eastern,KHTS,2016-04-07T12:51:00.000+08:00,50.0,,66.0,29.57,10.0,WSW,13.8,0.0,Mostly Cloudy,false,false,false,false,false,false,false,false,false,false,false,false,false,Day,Day,Day,Day
